Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides std00	Peptides std01	Peptides std02	Peptides std03	Peptides std04	Peptides std05	Peptides std06	Peptides std07	Peptides std08	Peptides std09	Peptides std10	Peptides std11	Razor + unique peptides std00	Razor + unique peptides std01	Razor + unique peptides std02	Razor + unique peptides std03	Razor + unique peptides std04	Razor + unique peptides std05	Razor + unique peptides std06	Razor + unique peptides std07	Razor + unique peptides std08	Razor + unique peptides std09	Razor + unique peptides std10	Razor + unique peptides std11	Unique peptides std00	Unique peptides std01	Unique peptides std02	Unique peptides std03	Unique peptides std04	Unique peptides std05	Unique peptides std06	Unique peptides std07	Unique peptides std08	Unique peptides std09	Unique peptides std10	Unique peptides std11	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage std00 [%]	Sequence coverage std01 [%]	Sequence coverage std02 [%]	Sequence coverage std03 [%]	Sequence coverage std04 [%]	Sequence coverage std05 [%]	Sequence coverage std06 [%]	Sequence coverage std07 [%]	Sequence coverage std08 [%]	Sequence coverage std09 [%]	Sequence coverage std10 [%]	Sequence coverage std11 [%]	Intensity	Intensity std00	Intensity std01	Intensity std02	Intensity std03	Intensity std04	Intensity std05	Intensity std06	Intensity std07	Intensity std08	Intensity std09	Intensity std10	Intensity std11	iBAQ	iBAQ std00	iBAQ std01	iBAQ std02	iBAQ std03	iBAQ std04	iBAQ std05	iBAQ std06	iBAQ std07	iBAQ std08	iBAQ std09	iBAQ std10	iBAQ std11	LFQ intensity std00	LFQ intensity std01	LFQ intensity std02	LFQ intensity std03	LFQ intensity std04	LFQ intensity std05	LFQ intensity std06	LFQ intensity std07	LFQ intensity std08	LFQ intensity std09	LFQ intensity std10	LFQ intensity std11	MS/MS Count std00	MS/MS Count std01	MS/MS Count std02	MS/MS Count std03	MS/MS Count std04	MS/MS Count std05	MS/MS Count std06	MS/MS Count std07	MS/MS Count std08	MS/MS Count std09	MS/MS Count std10	MS/MS Count std11	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
P07814	P07814	1	1	1	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	>sp|P07814|SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.3	1.3	1.3	170.59	1512	1512	0	6.9802	0	0	0	0	0	0	1.3	0	0	0	0	0	431840	0	0	0	0	0	0	431840	0	0	0	0	0	5266.4	0	0	0	0	0	0	5266.4	0	0	0	0	0	0	0	0	0	0	0	98960	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				178	168	True	182	738	815	815				
P07900;P07900-2	P07900;P07900-2	2;2	2;2	1;1	Heat shock protein HSP 90-alpha	HSP90AA1	>sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5;>sp|P07900-2|HS90A_HUMAN Isoform 2 of Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1	2	2	2	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	6	6	2.6	84.659	732	732;854	0	11.544	0	0	0	0	2.6	0	2.6	2.6	0	3.4	0	0	784700	0	0	0	0	286050	0	337260	55495	0	105890	0	0	23779	0	0	0	0	8668.2	0	10220	1681.7	0	3208.9	0	0	0	0	0	0	0	0	0	49776	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	4				179	624;726	True;True	688;806	2571;3090;3091;3092	3167;3753;3754;3755	3167;3755				
P07948-2;P07948	P07948-2;P07948	1;1	1;1	1;1	Tyrosine-protein kinase Lyn	LYN	>sp|P07948-2|LYN_HUMAN Isoform 2 of Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN;>sp|P07948|LYN_HUMAN Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN PE=1 SV=3	2	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3.5	3.5	3.5	56.033	491	491;512	0	7.4955	0	0	0	0	3.5	0	3.5	0	0	0	0	0	657850	0	0	0	0	351990	0	305860	0	0	0	0	0	24365	0	0	0	0	13037	0	11328	0	0	0	0	0	0	0	0	0	0	0	70091	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				180	310	True	341	1391;1392	1697;1698	1697				
P07954-2;P07954	P07954-2;P07954	2;2	2;2	2;2	Fumarate hydratase, mitochondrial	FH	>sp|P07954-2|FUMH_HUMAN Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH;>sp|P07954|FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3	2	2	2	2	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	2	1	0	0	8.1	8.1	8.1	50.212	467	467;510	0	19.17	0	0	0	0	8.1	0	8.1	0	8.1	8.1	0	0	2315300	0	0	0	0	599120	0	662200	0	785710	268310	0	0	96472	0	0	0	0	24963	0	27591	0	32738	11180	0	0	0	0	0	0	0	0	0	0	270650	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	5				181	0;343	True;True	0;378	0;1;2;3;1551	0;1;2;3;1968	0;1968				
P07996-2;P07996	P07996-2;P07996	9;9	9;9	4;4	Thrombospondin-1	THBS1	>sp|P07996-2|TSP1_HUMAN Isoform 2 of Thrombospondin-1 OS=Homo sapiens GN=THBS1;>sp|P07996|TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2	2	9	9	4	3	2	1	0	8	5	6	4	8	6	4	6	3	2	1	0	8	5	6	4	8	6	4	6	2	2	0	0	4	3	3	2	4	4	2	3	8.9	8.9	4.1	120.15	1085	1085;1170	0	150.34	3.3	2.2	1.1	0	7.9	6.2	7.2	4.2	8.2	6.2	4.3	7.2	940680000	9549900	2599800	1939800	0	237880000	66763000	162390000	56823000	160580000	66820000	49616000	125720000	16798000	170530	46426	34640	0	4247800	1192200	2899800	1014700	2867500	1193200	886000	2245100	23955000	13437000	0	0	91757000	28918000	53850000	17706000	45382000	36850000	38768000	113410000	4	3	1	0	34	12	28	7	33	18	11	33	184				182	204;238;271;360;385;482;483;580;625	True;True;True;True;True;True;True;True;True	225;261;297;298;395;396;421;535;536;537;538;638;689	912;913;914;915;916;917;918;919;920;921;922;923;924;925;926;927;928;929;930;931;932;1053;1180;1181;1182;1612;1613;1614;1615;1616;1617;1691;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2390;2391;2392;2393;2394;2395;2396;2397;2398;2399;2400;2401;2572;2573;2574;2575;2576;2577;2578;2579;2580;2581;2582;2583	1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1194;1406;1407;1408;2029;2030;2031;2032;2033;2034;2126;2506;2507;2508;2509;2510;2511;2512;2513;2514;2515;2516;2517;2518;2519;2520;2521;2522;2523;2524;2525;2526;2527;2528;2529;2530;2531;2532;2533;2534;2535;2536;2537;2538;2539;2540;2541;2542;2543;2544;2545;2546;2547;2548;2549;2550;2551;2552;2553;2554;2555;2556;2557;2558;2559;2560;2561;2562;2563;2564;2565;2566;2567;2568;2569;2570;2571;2572;2573;2574;2575;2576;2577;2578;2579;2580;2581;2582;2583;2584;2585;2586;2587;2588;2589;2590;2591;2592;2593;2594;2595;2596;2597;2598;2599;2600;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2613;2614;2615;2616;2617;2618;2619;2620;2621;2622;2623;2624;2625;2626;2627;2628;2978;2979;2980;2981;2982;2983;2984;2985;2986;2987;2988;2989;3168;3169;3170;3171;3172;3173;3174;3175;3176;3177;3178;3179;3180	1054;1194;1407;2029;2126;2510;2606;2979;3175	77;78;79;80;240	76	242;243;257;258;385	384
P08842	P08842	1	1	1	Steryl-sulfatase	STS	>sp|P08842|STS_HUMAN Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.9	3.9	3.9	65.492	583	583	1	-2	0	0	0	0	0	0	3.9	0	0	0	0	0	1155000	0	0	0	0	0	0	1155000	0	0	0	0	0	39828	0	0	0	0	0	0	39828	0	0	0	0	0	0	0	0	0	0	0	264680	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	+			183	674	True	746	2835	3462	3462	81;241	77	392;400	401
P09543-2;P09543	P09543-2;P09543	1;1	1;1	1;1	2,3-cyclic-nucleotide 3-phosphodiesterase	CNP	>sp|P09543-2|CN37_HUMAN Isoform CNPI of 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Homo sapiens GN=CNP;>sp|P09543|CN37_HUMAN 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	3	45.098	401	401;421	1	-2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	+			184	367	True	403	1632	2051	2051	82		302	
P0DKX0	P0DKX0	1	1	1	Zinc finger protein 728	ZNF728	>sp|P0DKX0|ZN728_HUMAN Zinc finger protein 728 OS=Homo sapiens GN=ZNF728 PE=4 SV=1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.1	3.1	3.1	71.8	622	622	1	-2	0	0	0	0	0	0	3.1	0	0	0	0	0	736580	0	0	0	0	0	0	736580	0	0	0	0	0	23761	0	0	0	0	0	0	23761	0	0	0	0	0	0	0	0	0	0	0	168790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			185	159	True	173	720	795	795	242		89	
X6RA14;P10768;H7BZT7	X6RA14;P10768;H7BZT7	2;2;1	2;2;1	2;2;1	S-formylglutathione hydrolase	ESD	>tr|X6RA14|X6RA14_HUMAN S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=1;>sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2;>tr|H7BZT7|H7BZT7_HUMAN S-formylglutathione hydrolase (Fragment) OS=Homo sapiens GN=	3	2	2	2	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	1	1	2	1	1	1	0	0	17	17	17	28.226	253	253;282;230	0	34.573	0	0	0	0	9.1	9.1	17	9.1	9.1	9.1	0	0	5350100	0	0	0	0	1681300	289030	1715800	359020	1026100	278940	0	0	445840	0	0	0	0	140100	24086	142980	29919	85510	23245	0	0	0	0	0	0	0	0	393180	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	0	0	8				186	84;463	True;True	89;513;514	392;1967;1968;1969;1970;1971;1972;1973	459;2447;2448;2449;2450;2451;2452;2453	459;2447		78		91
P11021	P11021	4	4	4	78 kDa glucose-regulated protein	HSPA5	>sp|P11021|GRP78_HUMAN 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	1	4	4	4	0	0	0	0	3	1	3	1	0	1	0	1	0	0	0	0	3	1	3	1	0	1	0	1	0	0	0	0	3	1	3	1	0	1	0	1	11	11	11	72.332	654	654	0	27.258	0	0	0	0	8.4	2.1	8.9	2.1	0	2.1	0	2.1	3248100	0	0	0	0	1292400	256990	781800	196830	0	415180	0	304810	108270	0	0	0	0	43081	8566.3	26060	6560.8	0	13839	0	10160	0	0	0	0	254060	0	243750	0	0	0	0	0	0	0	0	0	3	1	3	1	0	1	0	1	10				187	107;324;607;668	True;True;True;True	116;356;669;738	515;516;1429;2503;2504;2505;2506;2507;2807;2808	584;585;1736;3096;3097;3098;3099;3100;3434;3435	584;1736;3096;3434				
V9GYG0;P12236;P12235	V9GYG0;P12236;P12235	1;1;1	1;1;1	1;1;1	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1	SLC25A4;SLC25A6	>tr|V9GYG0|V9GYG0_HUMAN ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=1;>sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4;>sp|P12235|ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4	3	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	13	13	13	22.885	208	208;298;298	0	7.1527	0	0	0	0	13	0	13	0	0	0	0	0	1380800	0	0	0	0	754320	0	626530	0	0	0	0	0	92056	0	0	0	0	50288	0	41768	0	0	0	0	0	0	0	0	0	0	0	143570	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				188	707	True	782	2934;2935	3562;3563	3563				
P13929-3;P13929;K7EPM1;K7EKN2;E5RGZ4	P13929-3;P13929;K7EPM1;K7EKN2;E5RGZ4	4;4;3;3;3	1;1;1;1;1	1;1;1;1;1	Beta-enolase;Enolase	ENO3	>sp|P13929-3|ENOB_HUMAN Isoform 3 of Beta-enolase OS=Homo sapiens GN=ENO3;>sp|P13929|ENOB_HUMAN Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5;>tr|K7EPM1|K7EPM1_HUMAN Beta-enolase (Fragment) OS=Homo sapiens GN=ENO3 PE=1 SV=1;>tr|K7EKN2|K7EKN2_HUMAN Beta-en	5	4	1	1	0	1	1	1	4	2	3	2	2	2	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	21.7	7.7	7.7	42.248	391	391;434;196;212;283	0	30.065	0	5.6	5.6	5.6	21.7	13.3	17.9	13.3	13.3	13.3	0	5.6	16975000	0	0	0	0	3644400	1009900	6054200	1060500	3811100	1394800	0	0	1060900	0	0	0	0	227780	63116	378390	66282	238200	87173	0	0	0	0	0	0	921570	0	820970	0	0	0	0	0	0	0	0	0	2	1	2	1	1	1	0	0	8				189	3;176;236;572	False;False;True;False	3;190;258;259;630	7;8;773;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;2328;2329;2330;2331;2332;2333;2334;2335;2336;2337;2338;2339;2340;2341;2342	7;8;850;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2911;2912	7;850;1183;2901	83;84		111;118	
P14868-2;P14868	P14868-2;P14868	1;1	1;1	1;1	Aspartate--tRNA ligase, cytoplasmic	DARS	>sp|P14868-2|SYDC_HUMAN Isoform 2 of Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS;>sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	2	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4.7	4.7	4.7	45.771	401	401;501	0	10.819	0	0	0	0	4.7	0	4.7	0	0	0	0	0	1172700	0	0	0	0	397530	0	775150	0	0	0	0	0	37828	0	0	0	0	12824	0	25005	0	0	0	0	0	0	0	0	0	0	0	177630	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3				190	329	True	363	1457;1458;1459	1778;1779;1780	1780				
P17987;F5H726;F5H676;F5H136;F5H282;E7EQR6;E7ERF2	P17987;F5H726;F5H676;F5H136;F5H282;E7EQR6;E7ERF2	2;1;1;1;1;1;1	2;1;1;1;1;1;1	2;1;1;1;1;1;1	T-complex protein 1 subunit alpha	TCP1	>sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1;>tr|F5H726|F5H726_HUMAN T-complex protein 1 subunit alpha (Fragment) OS=Homo sapiens GN=TCP1 PE=1 SV=1;>tr|F5H676|F5H676_HUMAN T-complex protein 1 subunit alpha (Frag	7	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	10.1	10.1	10.1	60.343	556	556;91;111;136;332;401;433	0	14.385	0	0	0	0	5.2	0	4.9	0	0	0	0	0	646440	0	0	0	0	300310	0	346140	0	0	0	0	0	20853	0	0	0	0	9687.3	0	11166	0	0	0	0	0	0	0	0	0	74042	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				191	601;666	True;True	662;735	2455;2792	3044;3418	3044;3418				
P18206-2;P18206;P18206-3;Q5JQ13;A0A096LPE1	P18206-2;P18206;P18206-3	13;13;7;4;2	13;13;7;4;2	13;13;7;4;2	Vinculin	VCL	>sp|P18206-2|VINC_HUMAN Isoform 1 of Vinculin OS=Homo sapiens GN=VCL;>sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4;>sp|P18206-3|VINC_HUMAN Isoform 3 of Vinculin OS=Homo sapiens GN=VCL	5	13	13	13	0	0	0	0	8	3	11	5	7	5	0	1	0	0	0	0	8	3	11	5	7	5	0	1	0	0	0	0	8	3	11	5	7	5	0	1	22.5	22.5	22.5	116.72	1066	1066;1134;222;806;57	0	224.53	0	0	0	0	15.6	6.1	19.5	9.7	12.4	9.6	0	2.4	41667000	0	0	0	0	15998000	941460	14119000	1306900	7262700	1664700	0	373920	555560	0	0	0	0	213310	12553	188250	17425	96836	22196	0	4985.6	0	0	0	0	2304100	1887300	2326400	1989300	1834600	2056200	0	0	0	0	0	0	11	4	14	5	8	6	0	1	49				192	43;80;151;217;218;219;308;386;447;614;630;653;675	True;True;True;True;True;True;True;True;True;True;True;True;True	46;84;163;238;239;240;241;339;422;423;491;676;677;697;721;722;747	190;191;374;679;980;981;982;983;984;985;986;987;988;989;990;991;992;993;994;1388;1389;1692;1693;1694;1695;1696;1697;1698;1699;1700;1701;1901;1902;2525;2526;2527;2528;2611;2612;2613;2704;2705;2706;2707;2708;2709;2710;2711;2836	238;239;441;754;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1694;1695;2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2376;2377;3118;3119;3120;3121;3211;3212;3213;3314;3315;3316;3317;3318;3319;3320;3321;3463	238;441;754;1121;1123;1132;1695;2134;2376;3119;3213;3316;3463		79;80;81;82;83		26;94;154;741;748
P20340	P20340	1	1	1	Ras-related protein Rab-6A	RAB6A	>sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	10.6	10.6	10.6	23.593	208	208	0	24.612	0	0	0	0	10.6	0	10.6	0	0	0	0	0	1072900	0	0	0	0	391570	0	681340	0	0	0	0	0	82531	0	0	0	0	30121	0	52411	0	0	0	0	0	0	0	0	0	0	0	156130	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				193	116	True	126	560;561	629;630	630				
Q53S08;P20340-4;P20340-2;Q9H0N0	Q53S08;P20340-4;P20340-2;Q9H0N0	1;1;1;1	1;1;1;1	1;1;1;1	Ras-related protein Rab-6A;Ras-related protein Rab-6C	RAB6C;RAB6A	>tr|Q53S08|Q53S08_HUMAN Protein WTH3DI OS=Homo sapiens GN=RAB6C PE=2 SV=1;>sp|P20340-4|RAB6A_HUMAN Isoform 4 of Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A;>sp|P20340-2|RAB6A_HUMAN Isoform 2 of Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A;>s	4	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	8.7	8.7	8.7	28.242	254	254;175;208;254	0	24.14	0	0	0	0	8.7	0	0	0	8.7	8.7	0	0	1659500	0	0	0	0	1088200	0	0	0	435900	135370	0	0	138290	0	0	0	0	90687	0	0	0	36325	11280	0	0	0	0	0	0	0	0	0	0	0	86995	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3				194	113	True	122	540;541;542	609;610;611	609				
Q5HY54;Q60FE5;P21333-2;P21333;A0A087WWY3;F8WE98;H7C2E7;H0Y5F3;O75369-5;O75369-4;O75369-6;O75369-3;O75369-2;O75369-9;O75369;O75369-8;H0Y5C6;Q14315-2;Q14315	Q5HY54;Q60FE5;P21333-2;P21333;A0A087WWY3	16;16;16;16;13;5;2;2;2;2;2;2;2;2;2;2;1;1;1	16;16;16;16;13;5;2;2;2;2;2;2;2;2;2;2;1;1;1	16;16;16;16;13;5;2;2;2;2;2;2;2;2;2;2;1;1;1	Filamin-A	FLNA	>tr|Q5HY54|Q5HY54_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=1;>tr|Q60FE5|Q60FE5_HUMAN Filamin A OS=Homo sapiens GN=FLNA PE=1 SV=1;>sp|P21333-2|FLNA_HUMAN Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA;>sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens G	19	16	16	16	0	0	0	0	12	5	10	4	9	3	1	1	0	0	0	0	12	5	10	4	9	3	1	1	0	0	0	0	12	5	10	4	9	3	1	1	10.6	10.6	10.6	276.55	2607	2607;2620;2639;2647;2315;604;90;232;2146;2150;2537;2561;2578;2591;2602;2633;281;2692;2725	0	276.04	0	0	0	0	9	5.2	6.2	3.3	6.1	2.8	1	1	49968000	0	0	0	0	15438000	2947100	14630000	3092100	12571000	917770	213320	158940	372900	0	0	0	0	115210	21993	109180	23075	93811	6849	1591.9	1186.1	0	0	0	0	4628000	2528200	3523800	2663100	3077000	846610	0	0	0	0	0	0	15	5	13	4	10	3	1	1	52				195	88;129;222;261;304;305;316;358;394;395;524;560;561;662;663;725	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	95;139;244;287;335;336;348;393;431;432;579;618;619;731;732;805	427;599;1002;1003;1004;1005;1006;1007;1162;1372;1373;1374;1375;1376;1377;1378;1379;1380;1381;1408;1409;1606;1607;1608;1729;1730;2194;2195;2196;2290;2291;2292;2293;2294;2295;2296;2297;2298;2299;2761;2762;2763;2764;2765;2766;3084;3085;3086;3087;3088;3089	494;668;1142;1143;1144;1145;1146;1147;1387;1388;1678;1679;1680;1681;1682;1683;1684;1685;1686;1687;1714;1715;2023;2024;2025;2165;2166;2732;2733;2734;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;3382;3383;3384;3385;3386;3387;3747;3748;3749;3750;3751;3752	494;668;1143;1387;1678;1685;1714;2023;2165;2166;2732;2862;2869;3383;3387;3749				
P22314-2;P22314	P22314-2;P22314	2;2	2;2	2;2	Ubiquitin-like modifier-activating enzyme 1	UBA1	>sp|P22314-2|UBA1_HUMAN Isoform 2 of Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1;>sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4.5	4.5	4.5	113.8	1018	1018;1058	0	11.222	0	0	0	0	0	0	4.5	0	0	0	0	0	564350	0	0	0	0	0	0	564350	0	0	0	0	0	11066	0	0	0	0	0	0	11066	0	0	0	0	0	0	0	0	0	0	0	129320	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2				196	268;670	True;True	294;740	1177;2814	1403;3441	1403;3441				
P24844;P24844-2	P24844;P24844-2	2;1	2;1	2;1	Myosin regulatory light polypeptide 9	MYL9	>sp|P24844|MYL9_HUMAN Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4;>sp|P24844-2|MYL9_HUMAN Isoform 2 of Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9	2	2	2	2	0	0	0	0	2	1	2	2	2	1	0	1	0	0	0	0	2	1	2	2	2	1	0	1	0	0	0	0	2	1	2	2	2	1	0	1	23.3	23.3	23.3	19.827	172	172;118	0	106.29	0	0	0	0	23.3	11.6	23.3	23.3	23.3	11.6	0	11.6	23180000	0	0	0	0	7334600	265710	10497000	230140	4281600	392540	0	178420	2575500	0	0	0	0	814950	29524	1166300	25571	475730	43615	0	19825	0	0	0	0	1654000	0	2214100	669820	1357100	0	0	0	0	0	0	0	3	1	3	2	3	1	0	1	14				197	153;464	True;True	165;515	684;685;686;687;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983	759;760;761;762;2454;2455;2456;2457;2458;2459;2460;2461;2462;2463	760;2454				
P25705-2;P25705-3;P25705;K7ESA0;K7EQH4;K7EJP1;K7ERX7;K7EK77	P25705-2;P25705-3;P25705;K7ESA0;K7EQH4;K7EJP1;K7ERX7;K7EK77	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	2;2;2;1;1;1;1;1	ATP synthase subunit alpha, mitochondrial	ATP5A1	>sp|P25705-2|ATPA_HUMAN Isoform 2 of ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1;>sp|P25705-3|ATPA_HUMAN Isoform 3 of ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1;>sp|P25705|ATPA_HUMAN ATP synthase subunit alp	8	2	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	7.4	7.4	7.4	54.493	503	503;531;553;77;111;144;205;207	0	30.737	0	0	0	0	4.4	0	7.4	0	0	0	0	0	1659000	0	0	0	0	814140	0	844880	0	0	0	0	0	59251	0	0	0	0	29077	0	30174	0	0	0	0	0	0	0	0	0	0	0	193610	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3				198	164;313	True;True	178;344	725;726;1397	800;801;1703	801;1703				
